compound_id,pdb_id,kinase,resolution_angstrom,year,log_kd,source,data_type,measurement_method,assay_type,measurement_value,measurement_unit,organism,bioassay_id,measurement_type,drug_name,ic50_nm,compound_name,ki_nm,log_ki,publication_year,authors
PUBCHEM_000546,,KIT,,2016.0,,PubChem,bioassay,,,92.0,nM,,AID_0546,radiometric,,,,,,,
PUBCHEM_000547,,KIT,,2016.0,,PubChem,bioassay,,,90.8,nM,,AID_0547,radiometric,,,,,,,
PUBCHEM_000548,,KIT,,2016.0,,PubChem,bioassay,,,97.3,nM,,AID_0548,radiometric,,,,,,,
PUBCHEM_000549,,KIT,,2016.0,,PubChem,bioassay,,,96.9,nM,,AID_0549,radiometric,,,,,,,
PUBCHEM_000550,,KIT,,2016.0,,PubChem,bioassay,,,90.7,nM,,AID_0550,radiometric,,,,,,,
PUBCHEM_000551,,KIT,,2016.0,,PubChem,bioassay,,,93.1,nM,,AID_0551,radiometric,,,,,,,
PUBCHEM_000552,,KIT,,2016.0,,PubChem,bioassay,,,91.0,nM,,AID_0552,radiometric,,,,,,,
PUBCHEM_000553,,KIT,,2016.0,,PubChem,bioassay,,,108.7,nM,,AID_0553,radiometric,,,,,,,
PUBCHEM_000554,,KIT,,2016.0,,PubChem,bioassay,,,98.1,nM,,AID_0554,radiometric,,,,,,,
PUBCHEM_000555,,KIT,,2016.0,,PubChem,bioassay,,,95.6,nM,,AID_0555,radiometric,,,,,,,
PUBCHEM_000556,,KIT,,2016.0,,PubChem,bioassay,,,100.3,nM,,AID_0556,radiometric,,,,,,,
PUBCHEM_000557,,KIT,,2016.0,,PubChem,bioassay,,,93.6,nM,,AID_0557,radiometric,,,,,,,
PUBCHEM_000558,,KIT,,2016.0,,PubChem,bioassay,,,109.2,nM,,AID_0558,radiometric,,,,,,,
PUBCHEM_000559,,KIT,,2016.0,,PubChem,bioassay,,,102.5,nM,,AID_0559,radiometric,,,,,,,
PUBCHEM_000560,,KIT,,2016.0,,PubChem,bioassay,,,107.5,nM,,AID_0560,radiometric,,,,,,,
PUBCHEM_000561,,KIT,,2016.0,,PubChem,bioassay,,,96.0,nM,,AID_0561,radiometric,,,,,,,
PUBCHEM_000562,,KIT,,2016.0,,PubChem,bioassay,,,91.1,nM,,AID_0562,radiometric,,,,,,,
PUBCHEM_000563,,KIT,,2016.0,,PubChem,bioassay,,,103.5,nM,,AID_0563,radiometric,,,,,,,
PUBCHEM_000564,,KIT,,2016.0,,PubChem,bioassay,,,92.3,nM,,AID_0564,radiometric,,,,,,,
PUBCHEM_000565,,KIT,,2016.0,,PubChem,bioassay,,,98.8,nM,,AID_0565,radiometric,,,,,,,
PUBCHEM_000566,,KIT,,2016.0,,PubChem,bioassay,,,95.8,nM,,AID_0566,radiometric,,,,,,,
PUBCHEM_000567,,KIT,,2016.0,,PubChem,bioassay,,,100.0,nM,,AID_0567,radiometric,,,,,,,
PUBCHEM_000568,,KIT,,2016.0,,PubChem,bioassay,,,95.4,nM,,AID_0568,radiometric,,,,,,,
PUBCHEM_000569,,KIT,,2016.0,,PubChem,bioassay,,,93.5,nM,,AID_0569,radiometric,,,,,,,
PUBCHEM_000570,,KIT,,2016.0,,PubChem,bioassay,,,101.3,nM,,AID_0570,radiometric,,,,,,,
PUBCHEM_000571,,KIT,,2016.0,,PubChem,bioassay,,,108.8,nM,,AID_0571,radiometric,,,,,,,
PUBCHEM_000572,,KIT,,2016.0,,PubChem,bioassay,,,105.2,nM,,AID_0572,radiometric,,,,,,,
PUBCHEM_000573,,KDR,,2014.0,,PubChem,bioassay,,,24.6,nM,,AID_0573,ELISA,,,,,,,
PUBCHEM_000574,,KDR,,2014.0,,PubChem,bioassay,,,26.075,nM,,AID_0574,ELISA,,,,,,,
PUBCHEM_000575,,KDR,,2014.0,,PubChem,bioassay,,,24.75,nM,,AID_0575,ELISA,,,,,,,
PUBCHEM_000576,,KDR,,2014.0,,PubChem,bioassay,,,24.725,nM,,AID_0576,ELISA,,,,,,,
PUBCHEM_000577,,KDR,,2014.0,,PubChem,bioassay,,,23.6,nM,,AID_0577,ELISA,,,,,,,
PUBCHEM_000578,,KDR,,2014.0,,PubChem,bioassay,,,26.075,nM,,AID_0578,ELISA,,,,,,,
PUBCHEM_000579,,KDR,,2014.0,,PubChem,bioassay,,,23.325000000000003,nM,,AID_0579,ELISA,,,,,,,
PUBCHEM_000580,,KDR,,2014.0,,PubChem,bioassay,,,27.3,nM,,AID_0580,ELISA,,,,,,,
PUBCHEM_000581,,KDR,,2014.0,,PubChem,bioassay,,,25.1,nM,,AID_0581,ELISA,,,,,,,
PUBCHEM_000582,,KDR,,2014.0,,PubChem,bioassay,,,23.35,nM,,AID_0582,ELISA,,,,,,,
PUBCHEM_000583,,KDR,,2014.0,,PubChem,bioassay,,,24.5,nM,,AID_0583,ELISA,,,,,,,
PUBCHEM_000584,,KDR,,2014.0,,PubChem,bioassay,,,24.025,nM,,AID_0584,ELISA,,,,,,,
PUBCHEM_000585,,KDR,,2014.0,,PubChem,bioassay,,,26.8,nM,,AID_0585,ELISA,,,,,,,
PUBCHEM_000586,,KDR,,2014.0,,PubChem,bioassay,,,23.775,nM,,AID_0586,ELISA,,,,,,,
PUBCHEM_000587,,KDR,,2014.0,,PubChem,bioassay,,,23.700000000000003,nM,,AID_0587,ELISA,,,,,,,
PUBCHEM_000588,,KDR,,2014.0,,PubChem,bioassay,,,25.7,nM,,AID_0588,ELISA,,,,,,,
PUBCHEM_000589,,KDR,,2014.0,,PubChem,bioassay,,,23.55,nM,,AID_0589,ELISA,,,,,,,
PUBCHEM_000590,,KDR,,2014.0,,PubChem,bioassay,,,24.875,nM,,AID_0590,ELISA,,,,,,,
PUBCHEM_000591,,KDR,,2014.0,,PubChem,bioassay,,,23.8,nM,,AID_0591,ELISA,,,,,,,
PUBCHEM_000592,,KDR,,2014.0,,PubChem,bioassay,,,27.025,nM,,AID_0592,ELISA,,,,,,,
PUBCHEM_000593,,KDR,,2014.0,,PubChem,bioassay,,,25.624999999999996,nM,,AID_0593,ELISA,,,,,,,
PUBCHEM_000594,,KDR,,2014.0,,PubChem,bioassay,,,23.65,nM,,AID_0594,ELISA,,,,,,,
PUBCHEM_000595,,KDR,,2014.0,,PubChem,bioassay,,,25.15,nM,,AID_0595,ELISA,,,,,,,
PUBCHEM_000596,,KDR,,2014.0,,PubChem,bioassay,,,24.775,nM,,AID_0596,ELISA,,,,,,,
PUBCHEM_000597,,KDR,,2014.0,,PubChem,bioassay,,,25.025,nM,,AID_0597,ELISA,,,,,,,
PUBCHEM_000598,,KDR,,2014.0,,PubChem,bioassay,,,24.65,nM,,AID_0598,ELISA,,,,,,,
PUBCHEM_000599,,KDR,,2014.0,,PubChem,bioassay,,,22.6,nM,,AID_0599,ELISA,,,,,,,
PUBCHEM_000600,,KDR,,2014.0,,PubChem,bioassay,,,24.85,nM,,AID_0600,ELISA,,,,,,,
PUBCHEM_000601,,KDR,,2014.0,,PubChem,bioassay,,,23.5,nM,,AID_0601,ELISA,,,,,,,
PUBCHEM_000602,,KDR,,2014.0,,PubChem,bioassay,,,23.6,nM,,AID_0602,ELISA,,,,,,,
PUBCHEM_000603,,KDR,,2014.0,,PubChem,bioassay,,,24.225,nM,,AID_0603,ELISA,,,,,,,
PUBCHEM_000604,,KDR,,2014.0,,PubChem,bioassay,,,24.625,nM,,AID_0604,ELISA,,,,,,,
PUBCHEM_000605,,KDR,,2014.0,,PubChem,bioassay,,,26.025,nM,,AID_0605,ELISA,,,,,,,
PUBCHEM_000606,,KDR,,2014.0,,PubChem,bioassay,,,25.725,nM,,AID_0606,ELISA,,,,,,,
PUBCHEM_000607,,KDR,,2014.0,,PubChem,bioassay,,,25.65,nM,,AID_0607,ELISA,,,,,,,
PUBCHEM_000608,,KDR,,2014.0,,PubChem,bioassay,,,23.9,nM,,AID_0608,ELISA,,,,,,,
PUBCHEM_000609,,KDR,,2014.0,,PubChem,bioassay,,,24.75,nM,,AID_0609,ELISA,,,,,,,
PUBCHEM_000610,,KDR,,2014.0,,PubChem,bioassay,,,22.675,nM,,AID_0610,ELISA,,,,,,,
PUBCHEM_000611,,KDR,,2014.0,,PubChem,bioassay,,,22.7,nM,,AID_0611,ELISA,,,,,,,
PUBCHEM_000612,,KDR,,2014.0,,PubChem,bioassay,,,26.475,nM,,AID_0612,ELISA,,,,,,,
PUBCHEM_000613,,KDR,,2014.0,,PubChem,bioassay,,,26.025,nM,,AID_0613,ELISA,,,,,,,
PUBCHEM_000614,,KDR,,2014.0,,PubChem,bioassay,,,26.325,nM,,AID_0614,ELISA,,,,,,,
PUBCHEM_000615,,KDR,,2014.0,,PubChem,bioassay,,,22.75,nM,,AID_0615,ELISA,,,,,,,
PUBCHEM_000616,,KDR,,2014.0,,PubChem,bioassay,,,23.25,nM,,AID_0616,ELISA,,,,,,,
PUBCHEM_000617,,KDR,,2014.0,,PubChem,bioassay,,,23.375,nM,,AID_0617,ELISA,,,,,,,
PUBCHEM_000618,,KDR,,2014.0,,PubChem,bioassay,,,23.200000000000003,nM,,AID_0618,ELISA,,,,,,,
PUBCHEM_000619,,KDR,,2014.0,,PubChem,bioassay,,,23.65,nM,,AID_0619,ELISA,,,,,,,
PUBCHEM_000620,,KDR,,2014.0,,PubChem,bioassay,,,26.025,nM,,AID_0620,ELISA,,,,,,,
PUBCHEM_000621,,KDR,,2014.0,,PubChem,bioassay,,,25.725,nM,,AID_0621,ELISA,,,,,,,
PUBCHEM_000622,,KDR,,2014.0,,PubChem,bioassay,,,23.175,nM,,AID_0622,ELISA,,,,,,,
PUBCHEM_000623,,KDR,,2014.0,,PubChem,bioassay,,,23.725,nM,,AID_0623,ELISA,,,,,,,
PUBCHEM_000624,,KDR,,2015.0,,PubChem,bioassay,,,32.49,nM,,AID_0624,kinase_assay,,,,,,,
PUBCHEM_000625,,KDR,,2015.0,,PubChem,bioassay,,,30.030000000000005,nM,,AID_0625,kinase_assay,,,,,,,
PUBCHEM_000626,,KDR,,2015.0,,PubChem,bioassay,,,28.86,nM,,AID_0626,kinase_assay,,,,,,,
PUBCHEM_000627,,KDR,,2015.0,,PubChem,bioassay,,,32.85,nM,,AID_0627,kinase_assay,,,,,,,
PUBCHEM_000628,,KDR,,2015.0,,PubChem,bioassay,,,27.540000000000003,nM,,AID_0628,kinase_assay,,,,,,,
PUBCHEM_000629,,KDR,,2015.0,,PubChem,bioassay,,,27.33,nM,,AID_0629,kinase_assay,,,,,,,
PUBCHEM_000630,,KDR,,2015.0,,PubChem,bioassay,,,31.229999999999997,nM,,AID_0630,kinase_assay,,,,,,,
PUBCHEM_000631,,KDR,,2015.0,,PubChem,bioassay,,,30.42,nM,,AID_0631,kinase_assay,,,,,,,
PUBCHEM_000632,,KDR,,2015.0,,PubChem,bioassay,,,32.31,nM,,AID_0632,kinase_assay,,,,,,,
PUBCHEM_000633,,KDR,,2015.0,,PubChem,bioassay,,,29.79,nM,,AID_0633,kinase_assay,,,,,,,
PUBCHEM_000634,,KDR,,2015.0,,PubChem,bioassay,,,28.14,nM,,AID_0634,kinase_assay,,,,,,,
PUBCHEM_000635,,KDR,,2015.0,,PubChem,bioassay,,,32.61,nM,,AID_0635,kinase_assay,,,,,,,
PUBCHEM_000636,,KDR,,2015.0,,PubChem,bioassay,,,27.33,nM,,AID_0636,kinase_assay,,,,,,,
PUBCHEM_000637,,KDR,,2015.0,,PubChem,bioassay,,,29.04,nM,,AID_0637,kinase_assay,,,,,,,
PUBCHEM_000638,,KDR,,2015.0,,PubChem,bioassay,,,31.380000000000003,nM,,AID_0638,kinase_assay,,,,,,,
PUBCHEM_000639,,KDR,,2015.0,,PubChem,bioassay,,,29.22,nM,,AID_0639,kinase_assay,,,,,,,
PUBCHEM_000640,,KDR,,2015.0,,PubChem,bioassay,,,31.95,nM,,AID_0640,kinase_assay,,,,,,,
PUBCHEM_000641,,KDR,,2015.0,,PubChem,bioassay,,,29.34,nM,,AID_0641,kinase_assay,,,,,,,
PUBCHEM_000642,,KDR,,2015.0,,PubChem,bioassay,,,31.83,nM,,AID_0642,kinase_assay,,,,,,,
PUBCHEM_000643,,KDR,,2015.0,,PubChem,bioassay,,,31.380000000000003,nM,,AID_0643,kinase_assay,,,,,,,
PUBCHEM_000644,,KDR,,2015.0,,PubChem,bioassay,,,30.78,nM,,AID_0644,kinase_assay,,,,,,,
PUBCHEM_000645,,KDR,,2015.0,,PubChem,bioassay,,,28.89,nM,,AID_0645,kinase_assay,,,,,,,
PUBCHEM_000646,,KDR,,2015.0,,PubChem,bioassay,,,28.71,nM,,AID_0646,kinase_assay,,,,,,,
PUBCHEM_000647,,KDR,,2015.0,,PubChem,bioassay,,,28.92,nM,,AID_0647,kinase_assay,,,,,,,
PUBCHEM_000648,,KDR,,2015.0,,PubChem,bioassay,,,28.89,nM,,AID_0648,kinase_assay,,,,,,,
PUBCHEM_000649,,KDR,,2015.0,,PubChem,bioassay,,,29.64,nM,,AID_0649,kinase_assay,,,,,,,
PUBCHEM_000650,,KDR,,2015.0,,PubChem,bioassay,,,29.19,nM,,AID_0650,kinase_assay,,,,,,,
PUBCHEM_000651,,KDR,,2015.0,,PubChem,bioassay,,,28.590000000000003,nM,,AID_0651,kinase_assay,,,,,,,
PUBCHEM_000652,,KDR,,2015.0,,PubChem,bioassay,,,27.6,nM,,AID_0652,kinase_assay,,,,,,,
PUBCHEM_000653,,KDR,,2015.0,,PubChem,bioassay,,,32.580000000000005,nM,,AID_0653,kinase_assay,,,,,,,
PUBCHEM_000654,,KDR,,2015.0,,PubChem,bioassay,,,30.510000000000005,nM,,AID_0654,kinase_assay,,,,,,,
PUBCHEM_000655,,KDR,,2015.0,,PubChem,bioassay,,,30.06,nM,,AID_0655,kinase_assay,,,,,,,
PUBCHEM_000656,,KDR,,2015.0,,PubChem,bioassay,,,27.42,nM,,AID_0656,kinase_assay,,,,,,,
PUBCHEM_000657,,KDR,,2015.0,,PubChem,bioassay,,,32.97,nM,,AID_0657,kinase_assay,,,,,,,
PUBCHEM_000658,,KDR,,2015.0,,PubChem,bioassay,,,30.629999999999995,nM,,AID_0658,kinase_assay,,,,,,,
PUBCHEM_000659,,KDR,,2015.0,,PubChem,bioassay,,,31.02,nM,,AID_0659,kinase_assay,,,,,,,
PUBCHEM_000660,,KDR,,2015.0,,PubChem,bioassay,,,32.37,nM,,AID_0660,kinase_assay,,,,,,,
PUBCHEM_000661,,KDR,,2015.0,,PubChem,bioassay,,,28.799999999999997,nM,,AID_0661,kinase_assay,,,,,,,
PUBCHEM_000662,,KDR,,2015.0,,PubChem,bioassay,,,29.7,nM,,AID_0662,kinase_assay,,,,,,,
PUBCHEM_000663,,KDR,,2015.0,,PubChem,bioassay,,,27.96,nM,,AID_0663,kinase_assay,,,,,,,
PUBCHEM_000664,,KDR,,2015.0,,PubChem,bioassay,,,32.79,nM,,AID_0664,kinase_assay,,,,,,,
PUBCHEM_000665,,KDR,,2015.0,,PubChem,bioassay,,,28.71,nM,,AID_0665,kinase_assay,,,,,,,
PUBCHEM_000666,,KDR,,2015.0,,PubChem,bioassay,,,30.869999999999997,nM,,AID_0666,kinase_assay,,,,,,,
PUBCHEM_000667,,KDR,,2015.0,,PubChem,bioassay,,,32.67,nM,,AID_0667,kinase_assay,,,,,,,
PUBCHEM_000668,,KDR,,2015.0,,PubChem,bioassay,,,28.62,nM,,AID_0668,kinase_assay,,,,,,,
PUBCHEM_000669,,KDR,,2015.0,,PubChem,bioassay,,,27.75,nM,,AID_0669,kinase_assay,,,,,,,
PUBCHEM_000670,,KDR,,2015.0,,PubChem,bioassay,,,27.87,nM,,AID_0670,kinase_assay,,,,,,,
PUBCHEM_000671,,KDR,,2015.0,,PubChem,bioassay,,,28.53,nM,,AID_0671,kinase_assay,,,,,,,
PUBCHEM_000672,,KDR,,2015.0,,PubChem,bioassay,,,29.94,nM,,AID_0672,kinase_assay,,,,,,,
PUBCHEM_000673,,KDR,,2015.0,,PubChem,bioassay,,,28.500000000000004,nM,,AID_0673,kinase_assay,,,,,,,
PUBCHEM_000674,,KDR,,2015.0,,PubChem,bioassay,,,27.39,nM,,AID_0674,kinase_assay,,,,,,,
PUBCHEM_000675,,KDR,,2015.0,,PubChem,bioassay,,,27.75,nM,,AID_0675,kinase_assay,,,,,,,
PUBCHEM_000676,,KDR,,2015.0,,PubChem,bioassay,,,30.030000000000005,nM,,AID_0676,kinase_assay,,,,,,,
PUBCHEM_000677,,KDR,,2015.0,,PubChem,bioassay,,,32.28,nM,,AID_0677,kinase_assay,,,,,,,
PUBCHEM_000678,,KDR,,2015.0,,PubChem,bioassay,,,28.290000000000003,nM,,AID_0678,kinase_assay,,,,,,,
PUBCHEM_000679,,KDR,,2015.0,,PubChem,bioassay,,,29.34,nM,,AID_0679,kinase_assay,,,,,,,
PUBCHEM_000680,,KDR,,2015.0,,PubChem,bioassay,,,29.52,nM,,AID_0680,kinase_assay,,,,,,,
PUBCHEM_000681,,KDR,,2015.0,,PubChem,bioassay,,,28.89,nM,,AID_0681,kinase_assay,,,,,,,
PUBCHEM_000682,,KDR,,2015.0,,PubChem,bioassay,,,32.55,nM,,AID_0682,kinase_assay,,,,,,,
PUBCHEM_000683,,KDR,,2015.0,,PubChem,bioassay,,,30.030000000000005,nM,,AID_0683,kinase_assay,,,,,,,
PUBCHEM_000684,,KDR,,2015.0,,PubChem,bioassay,,,28.410000000000004,nM,,AID_0684,kinase_assay,,,,,,,
PUBCHEM_000685,,KDR,,2015.0,,PubChem,bioassay,,,29.25,nM,,AID_0685,kinase_assay,,,,,,,
PUBCHEM_000686,,KDR,,2015.0,,PubChem,bioassay,,,31.860000000000003,nM,,AID_0686,kinase_assay,,,,,,,
PUBCHEM_000687,,KDR,,2015.0,,PubChem,bioassay,,,32.67,nM,,AID_0687,kinase_assay,,,,,,,
PUBCHEM_000688,,KDR,,2015.0,,PubChem,bioassay,,,32.580000000000005,nM,,AID_0688,kinase_assay,,,,,,,
PUBCHEM_000689,,KDR,,2015.0,,PubChem,bioassay,,,30.3,nM,,AID_0689,kinase_assay,,,,,,,
PUBCHEM_000690,,KDR,,2015.0,,PubChem,bioassay,,,31.56,nM,,AID_0690,kinase_assay,,,,,,,
PUBCHEM_000691,,KDR,,2015.0,,PubChem,bioassay,,,28.290000000000003,nM,,AID_0691,kinase_assay,,,,,,,
PUBCHEM_000692,,KDR,,2015.0,,PubChem,bioassay,,,30.54,nM,,AID_0692,kinase_assay,,,,,,,
PUBCHEM_000693,,PDGFRA,,2014.0,,PubChem,bioassay,,,154.35,nM,,AID_0693,fluorescence,,,,,,,
PUBCHEM_000694,,PDGFRA,,2014.0,,PubChem,bioassay,,,157.04999999999998,nM,,AID_0694,fluorescence,,,,,,,
PUBCHEM_000695,,PDGFRA,,2014.0,,PubChem,bioassay,,,140.4,nM,,AID_0695,fluorescence,,,,,,,
PUBCHEM_000696,,PDGFRA,,2014.0,,PubChem,bioassay,,,152.85000000000002,nM,,AID_0696,fluorescence,,,,,,,
PUBCHEM_000697,,PDGFRA,,2014.0,,PubChem,bioassay,,,160.65,nM,,AID_0697,fluorescence,,,,,,,
PUBCHEM_000698,,PDGFRA,,2014.0,,PubChem,bioassay,,,138.6,nM,,AID_0698,fluorescence,,,,,,,
PUBCHEM_000699,,PDGFRA,,2014.0,,PubChem,bioassay,,,156.9,nM,,AID_0699,fluorescence,,,,,,,
PUBCHEM_000700,,PDGFRA,,2014.0,,PubChem,bioassay,,,163.8,nM,,AID_0700,fluorescence,,,,,,,
PUBCHEM_000701,,PDGFRA,,2014.0,,PubChem,bioassay,,,138.75,nM,,AID_0701,fluorescence,,,,,,,
PUBCHEM_000702,,PDGFRA,,2014.0,,PubChem,bioassay,,,157.8,nM,,AID_0702,fluorescence,,,,,,,
PUBCHEM_000703,,PDGFRA,,2014.0,,PubChem,bioassay,,,143.10000000000002,nM,,AID_0703,fluorescence,,,,,,,
PUBCHEM_000704,,PDGFRA,,2014.0,,PubChem,bioassay,,,155.25000000000003,nM,,AID_0704,fluorescence,,,,,,,
PUBCHEM_000705,,PDGFRA,,2014.0,,PubChem,bioassay,,,150.45000000000002,nM,,AID_0705,fluorescence,,,,,,,
PUBCHEM_000706,,PDGFRA,,2014.0,,PubChem,bioassay,,,138.6,nM,,AID_0706,fluorescence,,,,,,,
PUBCHEM_000707,,PDGFRA,,2014.0,,PubChem,bioassay,,,140.25,nM,,AID_0707,fluorescence,,,,,,,
PUBCHEM_000708,,PDGFRA,,2014.0,,PubChem,bioassay,,,149.4,nM,,AID_0708,fluorescence,,,,,,,
PUBCHEM_000709,,PDGFRA,,2014.0,,PubChem,bioassay,,,147.3,nM,,AID_0709,fluorescence,,,,,,,
PUBCHEM_000710,,PDGFRA,,2014.0,,PubChem,bioassay,,,136.35,nM,,AID_0710,fluorescence,,,,,,,
PUBCHEM_000711,,PDGFRA,,2014.0,,PubChem,bioassay,,,153.6,nM,,AID_0711,fluorescence,,,,,,,
PUBCHEM_000712,,PDGFRA,,2014.0,,PubChem,bioassay,,,156.3,nM,,AID_0712,fluorescence,,,,,,,
PUBCHEM_000713,,PDGFRA,,2014.0,,PubChem,bioassay,,,152.7,nM,,AID_0713,fluorescence,,,,,,,
PUBCHEM_000714,,PDGFRA,,2014.0,,PubChem,bioassay,,,150.15,nM,,AID_0714,fluorescence,,,,,,,
PUBCHEM_000715,,PDGFRA,,2014.0,,PubChem,bioassay,,,153.75,nM,,AID_0715,fluorescence,,,,,,,
PUBCHEM_000716,,PDGFRA,,2014.0,,PubChem,bioassay,,,139.65,nM,,AID_0716,fluorescence,,,,,,,
PUBCHEM_000717,,PDGFRA,,2014.0,,PubChem,bioassay,,,151.65,nM,,AID_0717,fluorescence,,,,,,,
PUBCHEM_000718,,PDGFRA,,2014.0,,PubChem,bioassay,,,157.04999999999998,nM,,AID_0718,fluorescence,,,,,,,
PUBCHEM_000719,,PDGFRA,,2014.0,,PubChem,bioassay,,,136.35,nM,,AID_0719,fluorescence,,,,,,,
PUBCHEM_000720,,PDGFRA,,2014.0,,PubChem,bioassay,,,161.4,nM,,AID_0720,fluorescence,,,,,,,
PUBCHEM_000721,,PDGFRA,,2014.0,,PubChem,bioassay,,,147.9,nM,,AID_0721,fluorescence,,,,,,,
PUBCHEM_000722,,PDGFRA,,2014.0,,PubChem,bioassay,,,147.9,nM,,AID_0722,fluorescence,,,,,,,
PUBCHEM_000723,,PDGFRA,,2014.0,,PubChem,bioassay,,,152.55,nM,,AID_0723,fluorescence,,,,,,,
PUBCHEM_000724,,PDGFRA,,2014.0,,PubChem,bioassay,,,135.15,nM,,AID_0724,fluorescence,,,,,,,
PUBCHEM_000725,,PDGFRA,,2014.0,,PubChem,bioassay,,,154.5,nM,,AID_0725,fluorescence,,,,,,,
PUBCHEM_000726,,PDGFRA,,2014.0,,PubChem,bioassay,,,146.7,nM,,AID_0726,fluorescence,,,,,,,
PUBCHEM_000727,,PDGFRA,,2014.0,,PubChem,bioassay,,,142.65,nM,,AID_0727,fluorescence,,,,,,,
PUBCHEM_000728,,PDGFRA,,2014.0,,PubChem,bioassay,,,139.5,nM,,AID_0728,fluorescence,,,,,,,
PUBCHEM_000729,,PDGFRA,,2014.0,,PubChem,bioassay,,,139.8,nM,,AID_0729,fluorescence,,,,,,,
PUBCHEM_000730,,PDGFRA,,2014.0,,PubChem,bioassay,,,136.95000000000002,nM,,AID_0730,fluorescence,,,,,,,
PUBCHEM_000731,,PDGFRA,,2014.0,,PubChem,bioassay,,,142.8,nM,,AID_0731,fluorescence,,,,,,,
PUBCHEM_000732,,PDGFRA,,2014.0,,PubChem,bioassay,,,139.05,nM,,AID_0732,fluorescence,,,,,,,
PUBCHEM_000733,,PDGFRA,,2014.0,,PubChem,bioassay,,,135.6,nM,,AID_0733,fluorescence,,,,,,,
PUBCHEM_000734,,PDGFRA,,2014.0,,PubChem,bioassay,,,138.9,nM,,AID_0734,fluorescence,,,,,,,
PUBCHEM_000735,,PDGFRA,,2014.0,,PubChem,bioassay,,,148.2,nM,,AID_0735,fluorescence,,,,,,,
PUBCHEM_000736,,PDGFRA,,2015.0,,PubChem,bioassay,,,121.56000000000002,nM,,AID_0736,radiometric,,,,,,,
PUBCHEM_000737,,PDGFRA,,2015.0,,PubChem,bioassay,,,130.68,nM,,AID_0737,radiometric,,,,,,,
PUBCHEM_000738,,PDGFRA,,2015.0,,PubChem,bioassay,,,128.76,nM,,AID_0738,radiometric,,,,,,,
PUBCHEM_000739,,PDGFRA,,2015.0,,PubChem,bioassay,,,126.6,nM,,AID_0739,radiometric,,,,,,,
PUBCHEM_000740,,PDGFRA,,2015.0,,PubChem,bioassay,,,119.88,nM,,AID_0740,radiometric,,,,,,,
PUBCHEM_000741,,PDGFRA,,2015.0,,PubChem,bioassay,,,115.44,nM,,AID_0741,radiometric,,,,,,,
PUBCHEM_000742,,PDGFRA,,2015.0,,PubChem,bioassay,,,110.28,nM,,AID_0742,radiometric,,,,,,,
PUBCHEM_000743,,PDGFRA,,2015.0,,PubChem,bioassay,,,111.96,nM,,AID_0743,radiometric,,,,,,,
PUBCHEM_000744,,PDGFRA,,2015.0,,PubChem,bioassay,,,116.28000000000002,nM,,AID_0744,radiometric,,,,,,,
PUBCHEM_000745,,PDGFRA,,2015.0,,PubChem,bioassay,,,124.44,nM,,AID_0745,radiometric,,,,,,,
PUBCHEM_000746,,PDGFRA,,2015.0,,PubChem,bioassay,,,131.64,nM,,AID_0746,radiometric,,,,,,,
PUBCHEM_000747,,PDGFRA,,2015.0,,PubChem,bioassay,,,122.16,nM,,AID_0747,radiometric,,,,,,,
PUBCHEM_000748,,PDGFRA,,2015.0,,PubChem,bioassay,,,130.56,nM,,AID_0748,radiometric,,,,,,,
PUBCHEM_000749,,PDGFRA,,2015.0,,PubChem,bioassay,,,125.04,nM,,AID_0749,radiometric,,,,,,,
PUBCHEM_000750,,PDGFRA,,2015.0,,PubChem,bioassay,,,129.48,nM,,AID_0750,radiometric,,,,,,,
PUBCHEM_000751,,PDGFRA,,2015.0,,PubChem,bioassay,,,128.16,nM,,AID_0751,radiometric,,,,,,,
PUBCHEM_000752,,PDGFRA,,2015.0,,PubChem,bioassay,,,124.8,nM,,AID_0752,radiometric,,,,,,,
PUBCHEM_000753,,PDGFRA,,2015.0,,PubChem,bioassay,,,121.68,nM,,AID_0753,radiometric,,,,,,,
PUBCHEM_000754,,PDGFRA,,2015.0,,PubChem,bioassay,,,116.76,nM,,AID_0754,radiometric,,,,,,,
PUBCHEM_000755,,PDGFRA,,2015.0,,PubChem,bioassay,,,118.68,nM,,AID_0755,radiometric,,,,,,,
PUBCHEM_000756,,PDGFRA,,2015.0,,PubChem,bioassay,,,108.6,nM,,AID_0756,radiometric,,,,,,,
PUBCHEM_000757,,PDGFRA,,2015.0,,PubChem,bioassay,,,108.84,nM,,AID_0757,radiometric,,,,,,,
PUBCHEM_000758,,PDGFRA,,2015.0,,PubChem,bioassay,,,113.64,nM,,AID_0758,radiometric,,,,,,,
PUBCHEM_000759,,PDGFRA,,2015.0,,PubChem,bioassay,,,109.44,nM,,AID_0759,radiometric,,,,,,,
PUBCHEM_000760,,PDGFRA,,2015.0,,PubChem,bioassay,,,130.44,nM,,AID_0760,radiometric,,,,,,,
PUBCHEM_000761,,PDGFRA,,2015.0,,PubChem,bioassay,,,130.44,nM,,AID_0761,radiometric,,,,,,,
PUBCHEM_000762,,PDGFRA,,2015.0,,PubChem,bioassay,,,115.68,nM,,AID_0762,radiometric,,,,,,,
PUBCHEM_000763,,PDGFRA,,2015.0,,PubChem,bioassay,,,117.6,nM,,AID_0763,radiometric,,,,,,,
PUBCHEM_000764,,PDGFRA,,2015.0,,PubChem,bioassay,,,124.92,nM,,AID_0764,radiometric,,,,,,,
